53,E5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.268,25.879,0.643,,,,,,TRUE,0.106,TRUE,3,22,Amp,,0.988,N,N,N,Y,N
53,E5,FALSE,E2,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
54,E6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.137,25.879,0.643,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.985,N,N,N,Y,N
54,E6,FALSE,E2,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
55,E7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.399,25.079,0.285,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.988,N,N,N,N,N
55,E7,FALSE,Ful,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
56,E8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.854,25.079,0.285,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.988,N,N,N,N,N
56,E8,FALSE,Ful,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
57,E9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.984,25.079,0.285,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.986,N,N,N,N,N
57,E9,FALSE,Ful,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
58,E10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.383,25.617,0.376,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.983,N,N,N,N,N
58,E10,FALSE,Laso,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,37.436,37.436,,12.053,,,,,TRUE,0.040,TRUE,3,34,Inconclusive,,0.885,N,N,Y,N,N
59,E11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.050,25.617,0.376,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.985,N,N,N,N,N
59,E11,FALSE,Laso,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,37.436,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
60,E12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.417,25.617,0.376,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.992,N,N,N,N,N
60,E12,FALSE,Laso,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,37.436,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
61,F1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.657,25.295,0.315,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.986,N,N,N,N,N
61,F1,FALSE,Veh,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
62,F2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.090,25.295,0.315,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.989,N,N,N,N,N
62,F2,FALSE,Veh,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
63,F3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.138,25.295,0.315,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.988,N,N,N,N,N
63,F3,FALSE,Veh,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
64,F4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.558,25.260,0.628,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.989,N,N,N,Y,N
64,F4,FALSE,E2,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,38.156,37.444,0.820,12.598,,,,,TRUE,0.040,TRUE,3,35,Inconclusive,,0.783,Y,N,Y,Y,N
65,F5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.684,25.260,0.628,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.989,N,N,N,Y,N
65,F5,FALSE,E2,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,37.628,37.444,0.820,11.944,,,,,TRUE,0.040,TRUE,3,34,Inconclusive,,0.862,N,N,Y,Y,N
66,F6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.538,25.260,0.628,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.990,N,N,N,Y,N
66,F6,FALSE,E2,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,36.547,37.444,0.820,12.009,,,,,TRUE,0.040,TRUE,3,33,Inconclusive,,0.922,N,N,Y,Y,N
67,F7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.762,24.486,0.243,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.990,N,N,N,N,N
67,F7,FALSE,Ful,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,38.127,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
68,F8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.391,24.486,0.243,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.988,N,N,N,N,N
68,F8,FALSE,Ful,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,38.127,38.127,,13.736,,,,,TRUE,0.040,TRUE,3,34,Inconclusive,,0.731,Y,N,Y,N,N
69,F9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.306,24.486,0.243,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.992,N,N,N,N,N
69,F9,FALSE,Ful,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,38.127,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
70,F10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.893,24.987,0.397,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.987,N,N,N,N,N
70,F10,FALSE,Laso,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,37.208,37.343,0.191,12.315,,,,,TRUE,0.040,TRUE,3,34,Amp,,0.871,N,N,Y,N,N
71,F11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.422,24.987,0.397,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.991,N,N,N,N,N
71,F11,FALSE,Laso,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,37.343,0.191,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
72,F12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.646,24.987,0.397,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.988,N,N,N,N,N
72,F12,FALSE,Laso,BAX,UNKNOWN,FAM,NFQ-MGB,,,,,,,37.478,37.343,0.191,12.832,,,,,TRUE,0.040,TRUE,3,34,Amp,,0.831,N,N,Y,N,N
73,G1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.971,25.591,0.337,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.993,N,N,N,N,N
73,G1,FALSE,Veh,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
74,G2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.327,25.591,0.337,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.986,N,N,N,N,N
74,G2,FALSE,Veh,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
75,G3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.476,25.591,0.337,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.984,N,N,N,N,N
75,G3,FALSE,Veh,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
76,G4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.866,25.567,0.580,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.991,N,N,N,Y,N
76,G4,FALSE,E2,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
77,G5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.936,25.567,0.580,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.987,N,N,N,Y,N
77,G5,FALSE,E2,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
78,G6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.899,25.567,0.580,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.984,N,N,N,Y,N
78,G6,FALSE,E2,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,8,Inconclusive,,0.000,Y,N,Y,N,N
79,G7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.169,24.860,0.270,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.989,N,N,N,N,N
79,G7,FALSE,Ful,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
80,G8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.741,24.860,0.270,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.988,N,N,N,N,N
80,G8,FALSE,Ful,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
81,G9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.671,24.860,0.270,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.985,N,N,N,N,N
81,G9,FALSE,Ful,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
82,G10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.238,25.355,0.427,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.986,N,N,N,N,N
82,G10,FALSE,Laso,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
83,G11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.828,25.355,0.427,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.987,N,N,N,N,N
83,G11,FALSE,Laso,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
84,G12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.999,25.355,0.427,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.989,N,N,N,N,N
84,G12,FALSE,Laso,CCNE1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
85,H1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.955,25.629,0.285,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.993,N,N,N,N,N
85,H1,FALSE,Veh,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
86,H2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.427,25.629,0.285,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.985,N,N,N,N,N
86,H2,FALSE,Veh,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
87,H3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.505,25.629,0.285,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.991,N,N,N,N,N
87,H3,FALSE,Veh,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
88,H4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.808,25.617,0.492,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.990,N,N,N,N,N
88,H4,FALSE,E2,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
89,H5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.984,25.617,0.492,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.989,N,N,N,N,N
89,H5,FALSE,E2,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
90,H6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.059,25.617,0.492,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.986,N,N,N,N,N
90,H6,FALSE,E2,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
91,H7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.282,24.983,0.264,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.985,N,N,N,N,N
91,H7,FALSE,Ful,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
92,H8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.888,24.983,0.264,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.990,N,N,N,N,N
92,H8,FALSE,Ful,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
93,H9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,24.780,24.983,0.264,,,,,,TRUE,0.106,TRUE,3,20,Amp,,0.989,N,N,N,N,N
93,H9,FALSE,Ful,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
94,H10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.276,25.394,0.397,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.989,N,N,N,N,N
94,H10,FALSE,Laso,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
95,H11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.837,25.394,0.397,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.991,N,N,N,N,N
95,H11,FALSE,Laso,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
96,H12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.070,25.394,0.397,,,,,,TRUE,0.106,TRUE,3,21,Amp,,0.990,N,N,N,N,N
96,H12,FALSE,Laso,CDFN2A,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.200,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Type,Multiplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endogenous Control,B2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQ Min/Max Confidence Level,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Sample,Veh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
