59,E11,FALSE,E2,BIK,UNKNOWN,FAM,NFQ-MGB,,,,0.486,0.337,0.700,30.447,30.733,0.266,14.170,14.347,0.212,0.123,1.042,TRUE,0.336,TRUE,3,24,Amp,,0.991,N
60,E12,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.390,16.386,0.106,,,,,,TRUE,0.151,TRUE,3,11,Amp,,0.976,N
60,E12,FALSE,E2,BIK,UNKNOWN,FAM,NFQ-MGB,,,,0.486,0.337,0.700,30.973,30.733,0.266,14.583,14.347,0.212,0.123,1.042,TRUE,0.336,TRUE,3,25,Amp,,0.993,N
61,F1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.628,17.737,0.142,,,,,,TRUE,0.151,TRUE,3,12,Amp,,0.972,N
61,F1,FALSE,Veh,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.920,1.087,29.229,29.292,0.095,11.601,11.556,0.049,0.028,0.000,TRUE,0.144,TRUE,3,24,Amp,,0.985,N
62,F2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.685,17.737,0.142,,,,,,TRUE,0.151,TRUE,3,12,Amp,,0.977,N
62,F2,FALSE,Veh,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.920,1.087,29.247,29.292,0.095,11.563,11.556,0.049,0.028,0.000,TRUE,0.144,TRUE,3,24,Amp,,0.981,N
63,F3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.897,17.737,0.142,,,,,,TRUE,0.151,TRUE,3,13,Amp,,0.964,N
63,F3,FALSE,Veh,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.920,1.087,29.401,29.292,0.095,11.504,11.556,0.049,0.028,0.000,TRUE,0.144,TRUE,3,24,Amp,,0.983,N
64,F4,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,18.396,18.491,0.086,,,,,,TRUE,0.151,TRUE,3,13,Amp,,0.975,N
64,F4,FALSE,Laso,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.151,1.092,1.213,29.715,29.844,0.117,11.319,11.353,0.031,0.018,-0.203,TRUE,0.144,TRUE,3,25,Amp,,0.980,N
65,F5,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,18.565,18.491,0.086,,,,,,TRUE,0.151,TRUE,3,13,Amp,,0.973,N
65,F5,FALSE,Laso,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.151,1.092,1.213,29.943,29.844,0.117,11.378,11.353,0.031,0.018,-0.203,TRUE,0.144,TRUE,3,25,Amp,,0.986,N
66,F6,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,18.512,18.491,0.086,,,,,,TRUE,0.151,TRUE,3,13,Amp,,0.976,N
66,F6,FALSE,Laso,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.151,1.092,1.213,29.874,29.844,0.117,11.362,11.353,0.031,0.018,-0.203,TRUE,0.144,TRUE,3,25,Amp,,0.982,N
67,F7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,18.129,17.805,0.370,,,,,,TRUE,0.151,TRUE,3,13,Amp,,0.967,N
67,F7,FALSE,Ful,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.049,0.894,1.230,29.721,29.292,0.453,11.592,11.487,0.093,0.054,-0.068,TRUE,0.144,TRUE,3,25,Amp,,0.984,N
68,F8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.883,17.805,0.370,,,,,,TRUE,0.151,TRUE,3,13,Amp,,0.972,N
68,F8,FALSE,Ful,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.049,0.894,1.230,29.336,29.292,0.453,11.453,11.487,0.093,0.054,-0.068,TRUE,0.144,TRUE,3,24,Amp,,0.987,N
69,F9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.402,17.805,0.370,,,,,,TRUE,0.151,TRUE,3,12,Amp,,0.977,N
69,F9,FALSE,Ful,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.049,0.894,1.230,28.819,29.292,0.453,11.417,11.487,0.093,0.054,-0.068,TRUE,0.144,TRUE,3,24,Amp,,0.988,N
70,F10,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,18.157,17.701,0.397,,,,,,TRUE,0.151,TRUE,3,13,Amp,,0.974,N
70,F10,FALSE,E2,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,3.099,2.610,3.680,28.192,27.625,0.495,10.035,9.924,0.100,0.058,-1.632,TRUE,0.144,TRUE,3,23,Amp,,0.982,N
71,F11,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.434,17.701,0.397,,,,,,TRUE,0.151,TRUE,3,12,Amp,,0.969,N
71,F11,FALSE,E2,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,3.099,2.610,3.680,27.275,27.625,0.495,9.842,9.924,0.100,0.058,-1.632,TRUE,0.144,TRUE,3,23,Amp,,0.981,N
72,F12,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.513,17.701,0.397,,,,,,TRUE,0.151,TRUE,3,12,Amp,,0.972,N
72,F12,FALSE,E2,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,3.099,2.610,3.680,27.409,27.625,0.495,9.895,9.924,0.100,0.058,-1.632,TRUE,0.144,TRUE,3,22,Amp,,0.986,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Type,Multiplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endogenous Control,B2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQ Min/Max Confidence Level,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Sample,Veh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
