21,B9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.579,16.930,0.529,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.977,Y
21,B9,FALSE,Ful,MYC,UNKNOWN,FAM,NFQ-MGB,,,,0.534,0.231,1.233,28.045,28.893,0.763,11.466,11.964,0.486,0.281,0.905,TRUE,0.139,TRUE,3,23,Amp,,0.992,Y
22,B10,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.394,16.856,0.440,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.979,N
22,B10,FALSE,E2,MYC,UNKNOWN,FAM,NFQ-MGB,,,,2.150,0.856,5.400,26.880,26.811,0.459,10.486,9.955,0.535,0.309,-1.104,TRUE,0.139,TRUE,3,22,Amp,,0.994,N
23,B11,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.905,16.856,0.440,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.977,N
23,B11,FALSE,E2,MYC,UNKNOWN,FAM,NFQ-MGB,,,,2.150,0.856,5.400,26.321,26.811,0.459,9.416,9.955,0.535,0.309,-1.104,TRUE,0.139,TRUE,3,22,Amp,,0.996,N
24,B12,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.270,16.856,0.440,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.976,N
24,B12,FALSE,E2,MYC,UNKNOWN,FAM,NFQ-MGB,,,,2.150,0.856,5.400,27.232,26.811,0.459,9.962,9.955,0.535,0.309,-1.104,TRUE,0.139,TRUE,3,23,Amp,,0.995,N
25,C1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,19.242,19.132,0.133,,,,,,TRUE,0.150,TRUE,3,14,Amp,,0.980,N
25,C1,FALSE,Veh,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.962,1.040,31.779,31.650,0.136,12.537,12.518,0.023,0.013,0.000,TRUE,0.313,TRUE,3,26,Amp,,0.993,N
26,C2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,19.169,19.132,0.133,,,,,,TRUE,0.150,TRUE,3,14,Amp,,0.978,N
26,C2,FALSE,Veh,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.962,1.040,31.662,31.650,0.136,12.493,12.518,0.023,0.013,0.000,TRUE,0.313,TRUE,3,26,Amp,,0.992,N
27,C3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,18.984,19.132,0.133,,,,,,TRUE,0.150,TRUE,3,14,Amp,,0.979,N
27,C3,FALSE,Veh,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.962,1.040,31.509,31.650,0.136,12.525,12.518,0.023,0.013,0.000,TRUE,0.313,TRUE,3,25,Amp,,0.991,N
28,C4,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.943,16.625,0.289,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.975,N
28,C4,FALSE,Laso,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,34.011,30.506,37.919,24.447,24.056,0.350,7.503,7.430,0.063,0.036,-5.088,TRUE,0.313,TRUE,3,18,Amp,,0.992,N
29,C5,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.553,16.625,0.289,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.974,N
29,C5,FALSE,Laso,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,34.011,30.506,37.919,23.948,24.056,0.350,7.394,7.430,0.063,0.036,-5.088,TRUE,0.313,TRUE,3,18,Amp,,0.993,N
30,C6,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.379,16.625,0.289,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.972,N
30,C6,FALSE,Laso,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,34.011,30.506,37.919,23.772,24.056,0.350,7.394,7.430,0.063,0.036,-5.088,TRUE,0.313,TRUE,3,18,Amp,,0.994,N
31,C7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.210,16.494,0.293,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.973,N
31,C7,FALSE,Ful,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,12.533,11.504,13.653,25.028,25.365,0.343,8.818,8.871,0.050,0.029,-3.648,TRUE,0.313,TRUE,3,19,Amp,,0.991,N
32,C8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.476,16.494,0.293,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.971,N
32,C8,FALSE,Ful,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,12.533,11.504,13.653,25.353,25.365,0.343,8.877,8.871,0.050,0.029,-3.648,TRUE,0.313,TRUE,3,19,Amp,,0.993,N
33,C9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.796,16.494,0.293,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.978,N
33,C9,FALSE,Ful,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,12.533,11.504,13.653,25.713,25.365,0.343,8.917,8.871,0.050,0.029,-3.648,TRUE,0.313,TRUE,3,20,Amp,,0.995,N
34,C10,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.313,16.838,0.511,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.977,Y
34,C10,FALSE,E2,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,74.317,55.145,100.155,22.432,23.141,0.684,6.119,6.303,0.173,0.100,-6.216,TRUE,0.313,TRUE,3,16,Amp,,0.992,Y
35,C11,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.868,16.838,0.511,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.977,Y
35,C11,FALSE,E2,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,74.317,55.145,100.155,23.194,23.141,0.684,6.325,6.303,0.173,0.100,-6.216,TRUE,0.313,TRUE,3,17,Amp,,0.991,Y
36,C12,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.333,16.838,0.511,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.963,Y
36,C12,FALSE,E2,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,74.317,55.145,100.155,23.797,23.141,0.684,6.464,6.303,0.173,0.100,-6.216,TRUE,0.313,TRUE,3,18,Amp,,0.994,Y
37,D1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,15.886,16.148,0.249,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.984,N
37,D1,FALSE,Veh,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.785,1.274,26.956,27.145,0.279,11.071,10.997,0.141,0.081,0.000,TRUE,0.333,TRUE,3,21,Amp,,0.992,N
38,D2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.178,16.148,0.249,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.977,N
38,D2,FALSE,Veh,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.785,1.274,27.013,27.145,0.279,10.835,10.997,0.141,0.081,0.000,TRUE,0.333,TRUE,3,21,Amp,,0.991,N
39,D3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.380,16.148,0.249,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.980,N
39,D3,FALSE,Veh,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.785,1.274,27.466,27.145,0.279,11.085,10.997,0.141,0.081,0.000,TRUE,0.333,TRUE,3,22,Amp,,0.990,N
40,D4,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.888,16.713,0.195,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.977,N
40,D4,FALSE,Laso,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,0.763,0.628,0.928,28.144,28.099,0.118,11.256,11.386,0.113,0.065,0.389,TRUE,0.333,TRUE,3,22,Amp,,0.989,N
41,D5,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.503,16.713,0.195,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.979,N
41,D5,FALSE,Laso,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,0.763,0.628,0.928,27.966,28.099,0.118,11.463,11.386,0.113,0.065,0.389,TRUE,0.333,TRUE,3,22,Amp,,0.992,N
42,D6,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.749,16.713,0.195,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.976,N
42,D6,FALSE,Laso,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,0.763,0.628,0.928,28.188,28.099,0.118,11.439,11.386,0.113,0.065,0.389,TRUE,0.333,TRUE,3,22,Amp,,0.989,N
43,D7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.368,16.658,0.265,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.978,N
43,D7,FALSE,Ful,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,1.302,1.170,1.448,27.028,27.275,0.216,10.660,10.617,0.062,0.036,-0.380,TRUE,0.333,TRUE,3,21,Amp,,0.989,N
44,D8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.718,16.658,0.265,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.976,N
44,D8,FALSE,Ful,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,1.302,1.170,1.448,27.362,27.275,0.216,10.644,10.617,0.062,0.036,-0.380,TRUE,0.333,TRUE,3,22,Amp,,0.989,N
45,D9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.888,16.658,0.265,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.979,N
45,D9,FALSE,Ful,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,1.302,1.170,1.448,27.434,27.275,0.216,10.546,10.617,0.062,0.036,-0.380,TRUE,0.333,TRUE,3,22,Amp,,0.990,N
46,D10,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.487,16.812,0.291,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.977,N
46,D10,FALSE,E2,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,1.333,1.047,1.697,26.986,27.394,0.403,10.499,10.582,0.140,0.081,-0.415,TRUE,0.333,TRUE,3,21,Amp,,0.993,N
47,D11,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.899,16.812,0.291,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.980,N
47,D11,FALSE,E2,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,1.333,1.047,1.697,27.402,27.394,0.403,10.503,10.582,0.140,0.081,-0.415,TRUE,0.333,TRUE,3,22,Amp,,0.992,N
48,D12,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.049,16.812,0.291,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.973,N
48,D12,FALSE,E2,ccND1,UNKNOWN,FAM,NFQ-MGB,,,,1.333,1.047,1.697,27.793,27.394,0.403,10.744,10.582,0.140,0.081,-0.415,TRUE,0.333,TRUE,3,22,Amp,,0.993,N
49,E1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.269,16.322,0.067,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.985,N
49,E1,FALSE,Veh,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.871,1.148,29.693,29.768,0.142,13.424,13.446,0.080,0.046,0.000,TRUE,0.357,TRUE,3,23,Amp,,0.993,N
50,E2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.300,16.322,0.067,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.979,N
50,E2,FALSE,Veh,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.871,1.148,29.680,29.768,0.142,13.380,13.446,0.080,0.046,0.000,TRUE,0.357,TRUE,3,23,Amp,,0.993,N
51,E3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.396,16.322,0.067,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.980,N
51,E3,FALSE,Veh,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.871,1.148,29.932,29.768,0.142,13.535,13.446,0.080,0.046,0.000,TRUE,0.357,TRUE,3,24,Amp,,0.994,N
52,E4,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.712,16.754,0.117,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.978,N
52,E4,FALSE,Laso,BIK,UNKNOWN,FAM,NFQ-MGB,,,,2.413,2.265,2.571,28.853,28.929,0.148,12.141,12.176,0.037,0.021,-1.271,TRUE,0.357,TRUE,3,23,Amp,,0.994,N
53,E5,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.886,16.754,0.117,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.976,N
53,E5,FALSE,Laso,BIK,UNKNOWN,FAM,NFQ-MGB,,,,2.413,2.265,2.571,29.100,28.929,0.148,12.214,12.176,0.037,0.021,-1.271,TRUE,0.357,TRUE,3,23,Amp,,0.990,N
54,E6,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.663,16.754,0.117,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.972,N
54,E6,FALSE,Laso,BIK,UNKNOWN,FAM,NFQ-MGB,,,,2.413,2.265,2.571,28.835,28.929,0.148,12.172,12.176,0.037,0.021,-1.271,TRUE,0.357,TRUE,3,23,Amp,,0.994,N
55,E7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.278,16.729,0.452,,,,,,TRUE,0.150,TRUE,3,11,Amp,,0.970,N
55,E7,FALSE,Ful,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.628,1.430,1.853,28.941,29.473,0.501,12.663,12.744,0.075,0.044,-0.703,TRUE,0.357,TRUE,3,23,Amp,,0.994,Y
56,E8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.729,16.729,0.452,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.971,N
56,E8,FALSE,Ful,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.628,1.430,1.853,29.541,29.473,0.501,12.813,12.744,0.075,0.044,-0.703,TRUE,0.357,TRUE,3,23,Amp,,0.957,Y
57,E9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,17.181,16.729,0.452,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.978,N
57,E9,FALSE,Ful,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.628,1.430,1.853,29.936,29.473,0.501,12.755,12.744,0.075,0.044,-0.703,TRUE,0.357,TRUE,3,24,Amp,,0.994,Y
58,E10,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.931,16.877,0.130,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.970,N
58,E10,FALSE,E2,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.060,0.775,1.451,30.168,30.239,0.275,13.237,13.362,0.182,0.105,-0.085,TRUE,0.357,TRUE,3,24,Amp,,0.989,N
59,E11,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,16.728,16.877,0.130,,,,,,TRUE,0.150,TRUE,3,12,Amp,,0.977,N
